 %      Time       Latitude      Longitude     Altitude       Vel-Xb       Vel-Yb       Vel-Zb         Roll        Pitch          Yaw       Wander     Accel-Xb     Accel-Yb     Accel-Zb     ARate-Xb     ARate-Yb     ARate-Zb
 %     (SOW)      (radians)      (radians)     (meters)        (m/s)        (m/s)        (m/s)    (radians)    (radians)    (radians)    (radians)       (m/s2)       (m/s2)       (m/s2)      (rad/s)      (rad/s)      (rad/s)
464794.67015   0.8400697219   0.2930635569   278.433096     2.472561     0.108858    -1.711461     0.012577    -0.020813    -0.894494     0.000000     0.000975     0.358857    -0.361898     0.000975    -0.002691     0.001166
464794.67515   0.8400697231   0.2930635547   278.441699     2.474355     0.107818    -1.709906     0.012574    -0.020812    -0.894497     0.000000    -0.000523     0.378410    -0.236710    -0.000523     0.002007    -0.000736
464794.68015   0.8400697244   0.2930635524   278.450297     2.476322     0.106563    -1.708984     0.012582    -0.020815    -0.894495     0.000000    -0.000523     0.430275    -0.115433    -0.000523     0.000808     0.000465
464794.68515   0.8400697257   0.2930635502   278.458890     2.478456     0.105090    -1.708247     0.012576    -0.020814    -0.894503     0.000000     0.001275     0.432215    -0.188787     0.001275    -0.003690     0.003868
464794.69015   0.8400697269   0.2930635480   278.467477     2.480707     0.103615    -1.706692     0.012563    -0.020808    -0.894520     0.000000     0.001275     0.490837    -0.473397     0.001275    -0.001491     0.002067
464794.69515   0.8400697282   0.2930635458   278.476055     2.483031     0.102234    -1.704356     0.012559    -0.020807    -0.894526     0.000000    -0.001023     0.458559    -0.452860    -0.001023    -0.000192    -0.000736
464794.70015   0.8400697294   0.2930635436   278.484621     2.485394     0.100700    -1.702322     0.012554    -0.020813    -0.894527     0.000000    -0.001123     0.512406    -0.332562    -0.001123    -0.002291     0.002067
464794.70515   0.8400697307   0.2930635413   278.493179     2.487863     0.099146    -1.700771     0.012548    -0.020817    -0.894538     0.000000    -0.000424     0.485061    -0.269967    -0.000424     0.000208     0.002267
464794.71015   0.8400697319   0.2930635391   278.501728     2.490220     0.097923    -1.699020     0.012557    -0.020822    -0.894542     0.000000    -0.001223     0.480215    -0.460681    -0.001223     0.003606    -0.001836
464794.71515   0.8400697332   0.2930635369   278.510267     2.492487     0.096825    -1.696702     0.012567    -0.020827    -0.894533     0.000000    -0.000723     0.450927    -0.465570    -0.000723     0.000308    -0.002037
464794.72015   0.8400697344   0.2930635346   278.518795     2.494727     0.095680    -1.694876     0.012568    -0.020829    -0.894529     0.000000     0.000475     0.468541    -0.218127     0.000475    -0.000092     0.002067
464794.72515   0.8400697357   0.2930635324   278.527317     2.497045     0.094845    -1.693981     0.012570    -0.020828    -0.894540     0.000000    -0.000124     0.472447    -0.114456    -0.000124     0.000708     0.002667
464794.73015   0.8400697370   0.2930635302   278.535835     2.499318     0.094346    -1.693353     0.012570    -0.020832    -0.894552     0.000000    -0.001422     0.439234    -0.121302    -0.001422    -0.001191     0.001566
464794.73515   0.8400697382   0.2930635279   278.544349     2.501479     0.093897    -1.692665     0.012562    -0.020839    -0.894561     0.000000    -0.001422     0.425614    -0.131082    -0.001422    -0.001991     0.002467
464794.74015   0.8400697395   0.2930635257   278.552861     2.503638     0.093692    -1.692165     0.012559    -0.020844    -0.894571     0.000000    -0.000424     0.445223    -0.028388    -0.000424     0.000908     0.000566
464794.74515   0.8400697407   0.2930635234   278.561371     2.505809     0.093740    -1.692139     0.012564    -0.020847    -0.894570     0.000000    -0.000623     0.423736     0.051812    -0.000623     0.001008    -0.001736
464794.75015   0.8400697420   0.2930635212   278.569883     2.507872     0.093701    -1.692543     0.012562    -0.020852    -0.894563     0.000000    -0.001023     0.391506     0.150593    -0.001023    -0.002291    -0.000635
464794.75515   0.8400697433   0.2930635189   278.578397     2.509813     0.093688    -1.693252     0.012553    -0.020858    -0.894563     0.000000    -0.001223     0.369069     0.164286    -0.001223    -0.001191     0.001366
464794.76015   0.8400697445   0.2930635167   278.586915     2.511621     0.093923    -1.694033     0.012555    -0.020866    -0.894570     0.000000    -0.001822     0.341762     0.173090    -0.001822     0.002307     0.001867
464794.76515   0.8400697458   0.2930635144   278.595437     2.513313     0.094254    -1.694679     0.012564    -0.020873    -0.894581     0.000000    -0.000823     0.332049     0.088982    -0.000823     0.001008     0.002667
464794.77015   0.8400697471   0.2930635122   278.603962     2.515020     0.094437    -1.695222     0.012567    -0.020875    -0.894593     0.000000     0.000076     0.353586     0.158423     0.000076    -0.000292     0.002167
464794.77515   0.8400697483   0.2930635099   278.612491     2.516723     0.094706    -1.696083     0.012569    -0.020877    -0.894599     0.000000    -0.000723     0.314484     0.215149    -0.000723     0.001507    -0.001136
464794.78015   0.8400697496   0.2930635077   278.621023     2.518277     0.095030    -1.696800     0.012573    -0.020882    -0.894591     0.000000    -0.001023     0.298883     0.065511    -0.001023    -0.000292    -0.002337
464794.78515   0.8400697509   0.2930635054   278.629558     2.519768     0.095176    -1.696981     0.012562    -0.020883    -0.894587     0.000000     0.000975     0.290085     0.025411     0.000975    -0.004790     0.002167
464794.79015   0.8400697521   0.2930635031   278.638094     2.521303     0.095182    -1.697355     0.012545    -0.020877    -0.894600     0.000000     0.001674     0.324253     0.174069     0.001674    -0.001591     0.003268
464794.79515   0.8400697533   0.2930635009   278.646832     2.522680     0.094900    -1.698583     0.012522    -0.020855    -0.894614     0.000000     0.000575     0.280067     0.311969     0.000575     0.002207     0.000465
464794.80015   0.8400697546   0.2930634986   278.655378     2.524047     0.094883    -1.699804     0.012527    -0.020855    -0.894618     0.000000    -0.000324     0.257575     0.161347    -0.000324    -0.000492     0.001666
464794.80515   0.8400697558   0.2930634963   278.664340     2.525706     0.095179    -1.700168     0.012507    -0.020842    -0.894631     0.000000     0.000775     0.265288     0.045937     0.000775    -0.001191     0.001766
464794.81015   0.8400697570   0.2930634941   278.672893     2.527112     0.095032    -1.700620     0.012509    -0.020839    -0.894635     0.000000     0.000675     0.299487     0.157432     0.000675     0.002307    -0.001236
464794.81515   0.8400697583   0.2930634918   278.681451     2.528569     0.094643    -1.702083     0.012517    -0.020838    -0.894630     0.000000    -0.000224     0.273074     0.473337    -0.000224     0.000508    -0.000335
464794.82015   0.8400697596   0.2930634895   278.690018     2.530085     0.094039    -1.704365     0.012515    -0.020839    -0.894633     0.000000     0.000076     0.315136     0.442040     0.000076    -0.001391     0.002267
464794.82515   0.8400697608   0.2930634873   278.698595     2.531720     0.093560    -1.706143     0.012518    -0.020841    -0.894642     0.000000    -0.000823     0.325915     0.249368    -0.000823     0.002607     0.000866
464794.83015   0.8400697621   0.2930634850   278.707179     2.533572     0.093132    -1.707364     0.012532    -0.020848    -0.894643     0.000000    -0.001922     0.416944     0.242525    -0.001922     0.003207    -0.000836
464794.83515   0.8400697634   0.2930634827   278.715772     2.535740     0.092380    -1.709248     0.012537    -0.020855    -0.894639     0.000000    -0.000324     0.435586     0.567233    -0.000324    -0.001691    -0.001036
464794.84015   0.8400697647   0.2930634804   278.724375     2.538047     0.091406    -1.711944     0.012533    -0.020856    -0.894634     0.000000     0.000276     0.463955     0.514419     0.000276     0.000308    -0.001036
464794.84515   0.8400697659   0.2930634781   278.732990     2.540368     0.090502    -1.713736     0.012540    -0.020856    -0.894627     0.000000    -0.000124     0.452219     0.155482    -0.000124     0.002407    -0.001636
464794.85015   0.8400697672   0.2930634759   278.741611     2.542738     0.089431    -1.714425     0.012544    -0.020856    -0.894623     0.000000     0.000076     0.498192     0.119295     0.000076    -0.001191     0.001166
464794.85515   0.8400697685   0.2930634736   278.750237     2.545420     0.088167    -1.715698     0.012535    -0.020858    -0.894634     0.000000    -0.000424     0.566664     0.451824    -0.000424    -0.002491     0.004268
464794.86015   0.8400697698   0.2930634713   278.758871     2.548339     0.087068    -1.717730     0.012532    -0.020863    -0.894652     0.000000    -0.001622     0.583344     0.364780    -0.001622     0.001507     0.001766
464794.86515   0.8400697710   0.2930634690   278.767511     2.551281     0.086051    -1.718360     0.012538    -0.020876    -0.894657     0.000000    -0.003720     0.588368    -0.174114    -0.003720     0.000508    -0.000435
464794.87015   0.8400697723   0.2930634667   278.776150     2.554250     0.084965    -1.717332     0.012536    -0.020891    -0.894654     0.000000    -0.002122     0.606120    -0.219101    -0.002122    -0.001491    -0.001036
464794.87515   0.8400697736   0.2930634644   278.784786     2.557300     0.083967    -1.716895     0.012536    -0.020899    -0.894649     0.000000    -0.000723     0.618909     0.113433    -0.000723     0.001907    -0.001136
464794.88015   0.8400697749   0.2930634621   278.793422     2.560285     0.083206    -1.717448     0.012545    -0.020903    -0.894645     0.000000    -0.000424     0.570039     0.122237    -0.000424     0.001407     0.000165
464794.88518   0.8400697762   0.2930634598   278.802059     2.563089     0.082605    -1.717118     0.012542    -0.020905    -0.894652     0.000000    -0.000324     0.553433    -0.294406    -0.000324    -0.003291     0.004268
464794.89015   0.8400697775   0.2930634575   278.810690     2.565862     0.082324    -1.715452     0.012531    -0.020907    -0.894673     0.000000    -0.000424     0.570079    -0.348199    -0.000424    -0.001092     0.003568
464794.89515   0.8400697787   0.2930634552   278.819315     2.568717     0.082432    -1.714332     0.012536    -0.020909    -0.894682     0.000000    -0.000324     0.589661    -0.023491    -0.000324     0.003307    -0.001736
464794.90015   0.8400697800   0.2930634528   278.827937     2.571515     0.082590    -1.714491     0.012547    -0.020912    -0.894673     0.000000    -0.000424     0.527090     0.132996    -0.000424     0.001207    -0.002037
464794.90515   0.8400697813   0.2930634505   278.836560     2.574101     0.082844    -1.714397     0.012547    -0.020915    -0.894664     0.000000    -0.000523     0.505601    -0.188776    -0.000523    -0.001691    -0.001236
464794.91015   0.8400697826   0.2930634482   278.845179     2.576484     0.083386    -1.713256     0.012542    -0.020919    -0.894657     0.000000    -0.000823     0.447934    -0.237678    -0.000823     0.000108    -0.001736
464794.91515   0.8400697839   0.2930634459   278.853795     2.578717     0.084148    -1.712660     0.012540    -0.020928    -0.894653     0.000000    -0.002921     0.447052     0.091920    -0.002921    -0.001391     0.001666
464794.92015   0.8400697852   0.2930634436   278.862411     2.581014     0.084986    -1.713370     0.012530    -0.020940    -0.894670     0.000000    -0.001922     0.457932     0.268945    -0.001922    -0.002791     0.006470
464794.92515   0.8400697865   0.2930634412   278.871031     2.583319     0.086192    -1.714049     0.012526    -0.020950    -0.894698     0.000000    -0.002022     0.452160     0.010745    -0.002022     0.001108     0.004168
464794.93015   0.8400697878   0.2930634389   278.879651     2.585546     0.087700    -1.713480     0.012532    -0.020963    -0.894709     0.000000    -0.002921     0.442501    -0.228870    -0.002921     0.001108    -0.002537
464794.93515   0.8400697891   0.2930634366   278.888268     2.587749     0.088938    -1.712697     0.012532    -0.020976    -0.894697     0.000000    -0.002122     0.441653     0.000971    -0.002122    -0.001291    -0.002036
464794.94015   0.8400697904   0.2930634343   278.896884     2.589982     0.089921    -1.712753     0.012533    -0.020980    -0.894689     0.000000     0.001374     0.453412     0.070413     0.001374     0.001907    -0.000435
464794.94515   0.8400697917   0.2930634319   278.905499     2.592105     0.090966    -1.712432     0.012545    -0.020973    -0.894686     0.000000     0.001574     0.401508    -0.223975     0.001574     0.003207    -0.001036
464794.95015   0.8400697930   0.2930634296   278.914109     2.594058     0.091886    -1.710647     0.012550    -0.020969    -0.894686     0.000000     0.000176     0.403425    -0.509561     0.000176    -0.002091     0.002467
